sample_id,run_tag,frame_idx,track_id,class_name,status,crop_path,crop_width,crop_height,lane_id,source
20260409_043053_f241_t13,20260409_043053,241,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f241_t13.jpg,43,41,,candidate_normal
20260409_043053_f242_t11,20260409_043053,242,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f242_t11.jpg,106,101,,candidate_normal
20260409_043053_f243_t11,20260409_043053,243,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f243_t11.jpg,108,97,,candidate_normal
20260409_043053_f244_t11,20260409_043053,244,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f244_t11.jpg,102,87,,candidate_normal
20260409_043053_f245_t11,20260409_043053,245,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f245_t11.jpg,100,84,,candidate_normal
20260409_043053_f246_t11,20260409_043053,246,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f246_t11.jpg,93,71,,candidate_normal
20260409_043053_f247_t11,20260409_043053,247,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f247_t11.jpg,91,67,,candidate_normal
20260409_043053_f247_t13,20260409_043053,247,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f247_t13.jpg,40,38,,candidate_normal
20260409_043053_f248_t11,20260409_043053,248,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f248_t11.jpg,78,51,,candidate_normal
20260409_043053_f249_t11,20260409_043053,249,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f249_t11.jpg,76,47,,candidate_normal
20260409_043053_f262_t26,20260409_043053,262,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f262_t26.jpg,43,43,,candidate_normal
20260409_043053_f264_t26,20260409_043053,264,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f264_t26.jpg,43,43,,candidate_normal
20260409_043053_f267_t26,20260409_043053,267,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f267_t26.jpg,44,45,,candidate_normal
20260409_043053_f269_t26,20260409_043053,269,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f269_t26.jpg,46,46,,candidate_normal
20260409_043053_f273_t26,20260409_043053,273,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f273_t26.jpg,45,45,,candidate_normal
20260409_043053_f274_t26,20260409_043053,274,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f274_t26.jpg,45,45,,candidate_normal
20260409_043053_f275_t26,20260409_043053,275,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f275_t26.jpg,45,46,,candidate_normal
20260409_043053_f276_t26,20260409_043053,276,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f276_t26.jpg,45,46,,candidate_normal
20260409_043053_f277_t26,20260409_043053,277,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f277_t26.jpg,46,46,,candidate_normal
20260409_043053_f278_t26,20260409_043053,278,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f278_t26.jpg,46,47,,candidate_normal
20260409_043053_f279_t26,20260409_043053,279,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f279_t26.jpg,46,46,,candidate_normal
20260409_043053_f280_t34,20260409_043053,280,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f280_t34.jpg,52,72,,candidate_normal
20260409_043053_f281_t34,20260409_043053,281,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f281_t34.jpg,54,71,,candidate_normal
20260409_043053_f281_t26,20260409_043053,281,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f281_t26.jpg,46,47,,candidate_normal
20260409_043053_f282_t34,20260409_043053,282,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f282_t34.jpg,58,69,,candidate_normal
20260409_043053_f283_t34,20260409_043053,283,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f283_t34.jpg,60,68,,candidate_normal
20260409_043053_f283_t26,20260409_043053,283,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f283_t26.jpg,46,46,,candidate_normal
20260409_043053_f284_t34,20260409_043053,284,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f284_t34.jpg,62,67,,candidate_normal
20260409_043053_f285_t34,20260409_043053,285,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f285_t34.jpg,62,66,,candidate_normal
20260409_043053_f285_t26,20260409_043053,285,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f285_t26.jpg,46,46,,candidate_normal
20260409_043053_f286_t34,20260409_043053,286,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f286_t34.jpg,62,64,,candidate_normal
20260409_043053_f286_t26,20260409_043053,286,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f286_t26.jpg,46,47,,candidate_normal
20260409_043053_f287_t34,20260409_043053,287,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f287_t34.jpg,63,63,,candidate_normal
20260409_043053_f287_t26,20260409_043053,287,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f287_t26.jpg,46,47,,candidate_normal
20260409_043053_f288_t34,20260409_043053,288,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f288_t34.jpg,63,63,,candidate_normal
20260409_043053_f288_t26,20260409_043053,288,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f288_t26.jpg,48,48,,candidate_normal
20260409_043053_f289_t34,20260409_043053,289,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f289_t34.jpg,64,62,,candidate_normal
20260409_043053_f290_t34,20260409_043053,290,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f290_t34.jpg,63,61,,candidate_normal
20260409_043053_f290_t26,20260409_043053,290,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f290_t26.jpg,48,48,,candidate_normal
20260409_043053_f291_t34,20260409_043053,291,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f291_t34.jpg,64,60,,candidate_normal
20260409_043053_f291_t26,20260409_043053,291,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f291_t26.jpg,48,49,,candidate_normal
20260409_043053_f292_t34,20260409_043053,292,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f292_t34.jpg,63,58,,candidate_normal
20260409_043053_f292_t26,20260409_043053,292,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f292_t26.jpg,49,49,,candidate_normal
20260409_043053_f293_t34,20260409_043053,293,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f293_t34.jpg,62,57,,candidate_normal
20260409_043053_f293_t26,20260409_043053,293,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f293_t26.jpg,49,49,,candidate_normal
20260409_043053_f294_t34,20260409_043053,294,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f294_t34.jpg,63,57,,candidate_normal
20260409_043053_f294_t26,20260409_043053,294,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f294_t26.jpg,50,51,,candidate_normal
20260409_043053_f295_t34,20260409_043053,295,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f295_t34.jpg,63,57,,candidate_normal
20260409_043053_f295_t26,20260409_043053,295,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f295_t26.jpg,51,51,,candidate_normal
20260409_043053_f296_t34,20260409_043053,296,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f296_t34.jpg,62,56,,candidate_normal
20260409_043053_f296_t26,20260409_043053,296,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f296_t26.jpg,50,50,,candidate_normal
20260409_043053_f297_t34,20260409_043053,297,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f297_t34.jpg,63,56,,candidate_normal
20260409_043053_f297_t26,20260409_043053,297,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f297_t26.jpg,51,52,,candidate_normal
20260409_043053_f298_t34,20260409_043053,298,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f298_t34.jpg,62,55,,candidate_normal
20260409_043053_f298_t26,20260409_043053,298,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f298_t26.jpg,50,51,,candidate_normal
20260409_043053_f299_t34,20260409_043053,299,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f299_t34.jpg,62,54,,candidate_normal
20260409_043053_f299_t26,20260409_043053,299,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f299_t26.jpg,50,50,,candidate_normal
20260409_043053_f300_t34,20260409_043053,300,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f300_t34.jpg,60,53,,candidate_normal
20260409_043053_f300_t26,20260409_043053,300,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f300_t26.jpg,50,51,,candidate_normal
20260409_043053_f301_t34,20260409_043053,301,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f301_t34.jpg,61,52,,candidate_normal
20260409_043053_f301_t26,20260409_043053,301,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f301_t26.jpg,50,51,,candidate_normal
20260409_043053_f302_t34,20260409_043053,302,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f302_t34.jpg,62,53,,candidate_normal
20260409_043053_f302_t26,20260409_043053,302,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f302_t26.jpg,52,52,,candidate_normal
20260409_043053_f303_t34,20260409_043053,303,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f303_t34.jpg,62,53,,candidate_normal
20260409_043053_f303_t26,20260409_043053,303,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f303_t26.jpg,52,52,,candidate_normal
20260409_043053_f304_t34,20260409_043053,304,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f304_t34.jpg,61,53,,candidate_normal
20260409_043053_f304_t26,20260409_043053,304,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f304_t26.jpg,52,53,,candidate_normal
20260409_043053_f305_t34,20260409_043053,305,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f305_t34.jpg,61,53,,candidate_normal
20260409_043053_f305_t26,20260409_043053,305,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f305_t26.jpg,53,53,,candidate_normal
20260409_043053_f306_t34,20260409_043053,306,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f306_t34.jpg,60,52,,candidate_normal
20260409_043053_f306_t26,20260409_043053,306,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f306_t26.jpg,53,53,,candidate_normal
20260409_043053_f307_t34,20260409_043053,307,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f307_t34.jpg,59,51,,candidate_normal
20260409_043053_f307_t26,20260409_043053,307,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f307_t26.jpg,54,53,,candidate_normal
20260409_043053_f308_t34,20260409_043053,308,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f308_t34.jpg,58,50,,candidate_normal
20260409_043053_f308_t26,20260409_043053,308,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f308_t26.jpg,54,55,,candidate_normal
20260409_043053_f309_t34,20260409_043053,309,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f309_t34.jpg,58,50,,candidate_normal
20260409_043053_f309_t26,20260409_043053,309,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f309_t26.jpg,55,55,,candidate_normal
20260409_043053_f310_t34,20260409_043053,310,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f310_t34.jpg,57,50,,candidate_normal
20260409_043053_f310_t26,20260409_043053,310,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f310_t26.jpg,55,55,,candidate_normal
20260409_043053_f311_t34,20260409_043053,311,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f311_t34.jpg,58,50,,candidate_normal
20260409_043053_f311_t26,20260409_043053,311,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f311_t26.jpg,56,56,,candidate_normal
20260409_043053_f312_t34,20260409_043053,312,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f312_t34.jpg,57,49,,candidate_normal
20260409_043053_f312_t26,20260409_043053,312,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f312_t26.jpg,56,57,,candidate_normal
20260409_043053_f313_t34,20260409_043053,313,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f313_t34.jpg,56,48,,candidate_normal
20260409_043053_f313_t26,20260409_043053,313,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f313_t26.jpg,57,57,,candidate_normal
20260409_043053_f314_t34,20260409_043053,314,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f314_t34.jpg,55,47,,candidate_normal
20260409_043053_f314_t26,20260409_043053,314,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f314_t26.jpg,58,57,,candidate_normal
20260409_043053_f315_t34,20260409_043053,315,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f315_t34.jpg,55,47,,candidate_normal
20260409_043053_f315_t26,20260409_043053,315,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f315_t26.jpg,58,58,,candidate_normal
20260409_043053_f316_t34,20260409_043053,316,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f316_t34.jpg,55,47,,candidate_normal
20260409_043053_f316_t26,20260409_043053,316,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f316_t26.jpg,58,58,,candidate_normal
20260409_043053_f317_t34,20260409_043053,317,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f317_t34.jpg,54,47,,candidate_normal
20260409_043053_f317_t26,20260409_043053,317,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f317_t26.jpg,59,58,,candidate_normal
20260409_043053_f318_t34,20260409_043053,318,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f318_t34.jpg,54,46,,candidate_normal
20260409_043053_f318_t26,20260409_043053,318,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f318_t26.jpg,58,58,,candidate_normal
20260409_043053_f319_t34,20260409_043053,319,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f319_t34.jpg,53,46,,candidate_normal
20260409_043053_f319_t26,20260409_043053,319,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f319_t26.jpg,59,58,,candidate_normal
20260409_043053_f320_t34,20260409_043053,320,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f320_t34.jpg,51,45,,candidate_normal
20260409_043053_f320_t26,20260409_043053,320,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f320_t26.jpg,60,60,,candidate_normal
20260409_043053_f320_t40,20260409_043053,320,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f320_t40.jpg,102,100,fast_lane_1,candidate_normal
20260409_043053_f321_t34,20260409_043053,321,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f321_t34.jpg,53,45,,candidate_normal
20260409_043053_f321_t26,20260409_043053,321,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f321_t26.jpg,60,60,,candidate_normal
20260409_043053_f322_t34,20260409_043053,322,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f322_t34.jpg,54,46,,candidate_normal
20260409_043053_f322_t26,20260409_043053,322,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f322_t26.jpg,62,61,,candidate_normal
20260409_043053_f322_t40,20260409_043053,322,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f322_t40.jpg,95,93,fast_lane_1,candidate_normal
20260409_043053_f323_t34,20260409_043053,323,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f323_t34.jpg,54,46,,candidate_normal
20260409_043053_f323_t26,20260409_043053,323,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f323_t26.jpg,63,63,,candidate_normal
20260409_043053_f323_t40,20260409_043053,323,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f323_t40.jpg,92,90,fast_lane_1,candidate_normal
20260409_043053_f324_t34,20260409_043053,324,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f324_t34.jpg,54,47,,candidate_normal
20260409_043053_f324_t26,20260409_043053,324,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f324_t26.jpg,64,63,,candidate_normal
20260409_043053_f324_t40,20260409_043053,324,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f324_t40.jpg,89,88,fast_lane_1,candidate_normal
20260409_043053_f325_t34,20260409_043053,325,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f325_t34.jpg,52,45,,candidate_normal
20260409_043053_f325_t26,20260409_043053,325,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f325_t26.jpg,66,65,,candidate_normal
20260409_043053_f325_t40,20260409_043053,325,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f325_t40.jpg,87,86,fast_lane_1,candidate_normal
20260409_043053_f326_t34,20260409_043053,326,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f326_t34.jpg,52,45,,candidate_normal
20260409_043053_f326_t26,20260409_043053,326,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f326_t26.jpg,66,66,,candidate_normal
20260409_043053_f326_t40,20260409_043053,326,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f326_t40.jpg,86,84,fast_lane_1,candidate_normal
20260409_043053_f327_t34,20260409_043053,327,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f327_t34.jpg,53,46,,candidate_normal
20260409_043053_f327_t26,20260409_043053,327,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f327_t26.jpg,67,67,,candidate_normal
20260409_043053_f327_t40,20260409_043053,327,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f327_t40.jpg,81,81,fast_lane_1,candidate_normal
20260409_043053_f328_t34,20260409_043053,328,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f328_t34.jpg,53,46,,candidate_normal
20260409_043053_f328_t26,20260409_043053,328,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f328_t26.jpg,68,67,,candidate_normal
20260409_043053_f328_t40,20260409_043053,328,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f328_t40.jpg,80,79,fast_lane_1,candidate_normal
20260409_043053_f329_t34,20260409_043053,329,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f329_t34.jpg,52,46,,candidate_normal
20260409_043053_f329_t26,20260409_043053,329,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f329_t26.jpg,68,68,,candidate_normal
20260409_043053_f329_t40,20260409_043053,329,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f329_t40.jpg,76,75,fast_lane_1,candidate_normal
20260409_043053_f330_t34,20260409_043053,330,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f330_t34.jpg,52,46,,candidate_normal
20260409_043053_f330_t26,20260409_043053,330,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f330_t26.jpg,69,68,,candidate_normal
20260409_043053_f330_t40,20260409_043053,330,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f330_t40.jpg,75,74,fast_lane_1,candidate_normal
20260409_043053_f331_t34,20260409_043053,331,34,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f331_t34.jpg,50,45,,candidate_normal
20260409_043053_f331_t26,20260409_043053,331,26,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f331_t26.jpg,70,70,,candidate_normal
20260409_043053_f331_t40,20260409_043053,331,40,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f331_t40.jpg,74,73,fast_lane_1,candidate_normal
