sample_id,image_path,class_name,class_group,label,source_type,source_run,event_id,track_id,frame_idx,notes
normal_0251_seq_20260407_002145_8043_68302_68320,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_8043_68302_68320\000010.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0252_seq_20260407_002145_276_2996_3022,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_276_2996_3022\000014.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0253_seq_20260407_002145_5503_48334_48360,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_5503_48334_48360\000014.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0254_seq_20260416_023145_12371_93694_93743,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12371_93694_93743\000026.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0255_seq_20260407_002145_12123_104221_104242,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_12123_104221_104242\000012.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0256_seq_20260416_023145_17197_138381_138534,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_17197_138381_138534\000078.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0257_seq_20260416_023145_8310_60922_60989,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_8310_60922_60989\000035.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0258_seq_20260407_002145_6487_55073_55182,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_6487_55073_55182\000056.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0259_seq_20260416_023145_10821_81865_81890,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_10821_81865_81890\000014.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0260_seq_20260407_002145_8094_68751_68776,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_8094_68751_68776\000014.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0261_seq_20260407_002145_7129_60025_60047,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_7129_60025_60047\000012.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0262_seq_20260407_002145_4156_37310_37377,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_4156_37310_37377\000035.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0263_seq_20260416_023145_13051_99856_99939,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_13051_99856_99939\000043.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0264_seq_20260416_023145_5880_44288_44351,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_5880_44288_44351\000033.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0265_seq_20260416_023145_8955_66074_66097,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_8955_66074_66097\000013.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0266_seq_20260407_002145_12148_104325_104356,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_12148_104325_104356\000017.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0267_seq_20260406_233816_4136_37308_37332,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_4136_37308_37332\000013.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0268_seq_20260407_002145_12968_114169_114206,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_12968_114169_114206\000020.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0269_seq_20260407_002145_1989_18814_18870,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_1989_18814_18870\000029.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0270_seq_20260407_002145_13140_115691_115742,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_13140_115691_115742\000027.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0271_seq_20260407_002145_3162_28997_29042,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_3162_28997_29042\000024.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0272_seq_20260407_002145_13792_123275_123324,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_13792_123275_123324\000026.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0273_seq_20260406_233816_2565_23503_23620,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_2565_23503_23620\000060.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0274_seq_20260416_023145_6072_45363_45457,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_6072_45363_45457\000048.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0275_seq_20260407_002145_3892_35664_35725,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_3892_35664_35725\000032.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0276_seq_20260406_233816_847_9284_9401,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_847_9284_9401\000060.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0277_seq_20260416_023145_7324_53428_53454,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_7324_53428_53454\000014.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0278_seq_20260416_023145_11943_90060_90107,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_11943_90060_90107\000025.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0279_seq_20260407_002145_8995_76176_76226,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_8995_76176_76226\000026.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0280_seq_20260416_023145_8924_65776_65834,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_8924_65776_65834\000030.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0281_seq_20260406_233816_975_10492_10531,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_975_10492_10531\000021.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0282_seq_20260407_002145_4877_43401_43445,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_4877_43401_43445\000023.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0283_seq_20260407_002145_189_2079_2099,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_189_2079_2099\000011.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0284_seq_20260416_023145_12594_95732_95799,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12594_95732_95799\000035.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0285_seq_20260406_233816_1842_17721_17775,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1842_17721_17775\000028.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0286_seq_20260406_233816_1254_12688_12756,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1254_12688_12756\000035.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0287_seq_20260416_023145_3014_23929_23978,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_3014_23929_23978\000026.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0288_seq_20260407_002145_352_3860_3911,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_352_3860_3911\000027.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0289_seq_20260416_023145_9855_73755_73774,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_9855_73755_73774\000011.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0290_seq_20260416_023145_14265_112442_112459,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_14265_112442_112459\000010.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0291_seq_20260416_023145_12449_94337_94398,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12449_94337_94398\000032.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0292_seq_20260406_233816_5807_50260_50287,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_5807_50260_50287\000015.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0293_seq_20260416_023145_1956_15803_15871,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_1956_15803_15871\000035.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0294_seq_20260406_233816_1194_12325_12348,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1194_12325_12348\000013.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0295_seq_20260416_023145_7398_53855_53873,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_7398_53855_53873\000010.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0296_seq_20260406_233816_3281_31189_31258,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_3281_31189_31258\000036.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0297_seq_20260416_023145_6734_50081_50116,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_6734_50081_50116\000019.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0298_seq_20260406_233816_2115_19960_19986,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_2115_19960_19986\000014.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0299_seq_20260406_233816_4715_41860_41890,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_4715_41860_41890\000016.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0300_seq_20260416_023145_9918_74207_74299,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_9918_74207_74299\000047.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
anomaly_0001_evt_20260406_233816_3632_lane_violation_33798,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_3632_lane_violation_33798.jpg,Truck,truck,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_3632_lane_violation_33798,3632,33798,predicted_lane_violation
anomaly_0002_evt_20260416_023145_271_appearance_anomaly_2763,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_271_appearance_anomaly_2763.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_271_appearance_anomaly_2763,271,2763,predicted_appearance_anomaly
anomaly_0003_evt_20260416_023145_16531_appearance_anomaly_132092,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_16531_appearance_anomaly_132092.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_16531_appearance_anomaly_132092,16531,132092,predicted_appearance_anomaly
anomaly_0004_evt_20260416_023145_5251_appearance_anomaly_39253,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5251_appearance_anomaly_39253.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5251_appearance_anomaly_39253,5251,39253,predicted_appearance_anomaly
anomaly_0005_evt_20260407_002145_13082_lane_violation_115067,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_13082_lane_violation_115067.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_13082_lane_violation_115067,13082,115067,predicted_lane_violation
anomaly_0006_evt_20260416_023145_8494_appearance_anomaly_62645,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8494_appearance_anomaly_62645.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8494_appearance_anomaly_62645,8494,62645,predicted_appearance_anomaly
anomaly_0007_evt_20260416_023145_7587_appearance_anomaly_55484,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_7587_appearance_anomaly_55484.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_7587_appearance_anomaly_55484,7587,55484,predicted_appearance_anomaly
anomaly_0008_evt_20260416_023145_16581_appearance_anomaly_132353,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_16581_appearance_anomaly_132353.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_16581_appearance_anomaly_132353,16581,132353,predicted_appearance_anomaly
anomaly_0009_evt_20260407_002145_878_sudden_stop_9710,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_878_sudden_stop_9710.jpg,Car,car,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_878_sudden_stop_9710,878,9710,predicted_sudden_stop
anomaly_0010_evt_20260411_035325_23_appearance_anomaly_340,D:\school\uni\sem 6\cv\traffic\runs\20260411_035325\crops\evt_20260411_035325_23_appearance_anomaly_340.jpg,Car,car,appearance_anomaly,event_crop,20260411_035325,evt_20260411_035325_23_appearance_anomaly_340,23,340,predicted_appearance_anomaly
anomaly_0011_evt_20260407_002145_10535_lane_violation_89342,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_10535_lane_violation_89342.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_10535_lane_violation_89342,10535,89342,predicted_lane_violation
anomaly_0012_evt_20260416_023145_4098_appearance_anomaly_31723,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4098_appearance_anomaly_31723.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4098_appearance_anomaly_31723,4098,31723,predicted_appearance_anomaly
anomaly_0013_evt_20260416_023145_8146_appearance_anomaly_59799,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8146_appearance_anomaly_59799.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8146_appearance_anomaly_59799,8146,59799,predicted_appearance_anomaly
anomaly_0014_evt_20260416_023145_11658_appearance_anomaly_88114,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_11658_appearance_anomaly_88114.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_11658_appearance_anomaly_88114,11658,88114,predicted_appearance_anomaly
anomaly_0015_evt_20260416_023145_1079_appearance_anomaly_8553,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_1079_appearance_anomaly_8553.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_1079_appearance_anomaly_8553,1079,8553,predicted_appearance_anomaly
anomaly_0016_evt_20260416_023145_3067_appearance_anomaly_24323,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_3067_appearance_anomaly_24323.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_3067_appearance_anomaly_24323,3067,24323,predicted_appearance_anomaly
anomaly_0017_evt_20260406_233816_4101_wrong_way_37142,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_4101_wrong_way_37142.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_4101_wrong_way_37142,4101,37142,predicted_wrong_way
anomaly_0018_evt_20260416_023145_16531_appearance_anomaly_132082,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_16531_appearance_anomaly_132082.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_16531_appearance_anomaly_132082,16531,132082,predicted_appearance_anomaly
anomaly_0019_evt_20260416_023145_7781_appearance_anomaly_56939,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_7781_appearance_anomaly_56939.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_7781_appearance_anomaly_56939,7781,56939,predicted_appearance_anomaly
anomaly_0020_evt_20260416_023145_5865_appearance_anomaly_44170,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5865_appearance_anomaly_44170.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5865_appearance_anomaly_44170,5865,44170,predicted_appearance_anomaly
anomaly_0021_evt_20260416_023145_8118_appearance_anomaly_59485,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8118_appearance_anomaly_59485.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8118_appearance_anomaly_59485,8118,59485,predicted_appearance_anomaly
anomaly_0022_evt_20260416_023145_13997_appearance_anomaly_109286,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_13997_appearance_anomaly_109286.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_13997_appearance_anomaly_109286,13997,109286,predicted_appearance_anomaly
anomaly_0023_evt_20260416_023145_8780_appearance_anomaly_64582,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8780_appearance_anomaly_64582.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8780_appearance_anomaly_64582,8780,64582,predicted_appearance_anomaly
anomaly_0024_evt_20260416_023145_5844_appearance_anomaly_43991,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5844_appearance_anomaly_43991.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5844_appearance_anomaly_43991,5844,43991,predicted_appearance_anomaly
anomaly_0025_evt_20260416_023145_11958_appearance_anomaly_90191,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_11958_appearance_anomaly_90191.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_11958_appearance_anomaly_90191,11958,90191,predicted_appearance_anomaly
anomaly_0026_evt_20260416_023145_8861_appearance_anomaly_65451,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8861_appearance_anomaly_65451.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8861_appearance_anomaly_65451,8861,65451,predicted_appearance_anomaly
anomaly_0027_evt_20260416_023145_14411_lane_violation_113961,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14411_lane_violation_113961.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14411_lane_violation_113961,14411,113961,predicted_lane_violation
anomaly_0028_evt_20260416_023145_8641_lane_violation_63755,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8641_lane_violation_63755.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8641_lane_violation_63755,8641,63755,predicted_lane_violation
anomaly_0029_evt_20260416_023145_11396_appearance_anomaly_86220,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_11396_appearance_anomaly_86220.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_11396_appearance_anomaly_86220,11396,86220,predicted_appearance_anomaly
anomaly_0030_evt_20260416_023145_4946_appearance_anomaly_36819,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4946_appearance_anomaly_36819.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4946_appearance_anomaly_36819,4946,36819,predicted_appearance_anomaly
anomaly_0031_evt_20260416_023145_7284_appearance_anomaly_52983,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_7284_appearance_anomaly_52983.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_7284_appearance_anomaly_52983,7284,52983,predicted_appearance_anomaly
anomaly_0032_evt_20260416_023145_1774_appearance_anomaly_14321,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_1774_appearance_anomaly_14321.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_1774_appearance_anomaly_14321,1774,14321,predicted_appearance_anomaly
anomaly_0033_evt_20260406_233816_1691_wrong_way_16603,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_1691_wrong_way_16603.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_1691_wrong_way_16603,1691,16603,predicted_wrong_way
anomaly_0034_evt_20260416_023145_6744_appearance_anomaly_50089,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6744_appearance_anomaly_50089.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6744_appearance_anomaly_50089,6744,50089,predicted_appearance_anomaly
anomaly_0035_evt_20260416_023145_13177_appearance_anomaly_101009,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_13177_appearance_anomaly_101009.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_13177_appearance_anomaly_101009,13177,101009,predicted_appearance_anomaly
anomaly_0036_evt_20260407_002145_7790_lane_violation_66271,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_7790_lane_violation_66271.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_7790_lane_violation_66271,7790,66271,predicted_lane_violation
anomaly_0037_evt_20260416_023145_1364_appearance_anomaly_10589,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_1364_appearance_anomaly_10589.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_1364_appearance_anomaly_10589,1364,10589,predicted_appearance_anomaly
anomaly_0038_evt_20260406_233816_68_wrong_way_644,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_68_wrong_way_644.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_68_wrong_way_644,68,644,predicted_wrong_way
anomaly_0039_evt_20260416_023145_11511_appearance_anomaly_87301,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_11511_appearance_anomaly_87301.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_11511_appearance_anomaly_87301,11511,87301,predicted_appearance_anomaly
anomaly_0040_evt_20260411_035325_8_appearance_anomaly_116,D:\school\uni\sem 6\cv\traffic\runs\20260411_035325\crops\evt_20260411_035325_8_appearance_anomaly_116.jpg,Truck,truck,appearance_anomaly,event_crop,20260411_035325,evt_20260411_035325_8_appearance_anomaly_116,8,116,predicted_appearance_anomaly
anomaly_0041_evt_20260411_035325_41_appearance_anomaly_476,D:\school\uni\sem 6\cv\traffic\runs\20260411_035325\crops\evt_20260411_035325_41_appearance_anomaly_476.jpg,Truck,truck,appearance_anomaly,event_crop,20260411_035325,evt_20260411_035325_41_appearance_anomaly_476,41,476,predicted_appearance_anomaly
anomaly_0042_evt_20260416_023145_3479_appearance_anomaly_27270,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_3479_appearance_anomaly_27270.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_3479_appearance_anomaly_27270,3479,27270,predicted_appearance_anomaly
anomaly_0043_evt_20260416_023145_2996_appearance_anomaly_23854,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_2996_appearance_anomaly_23854.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_2996_appearance_anomaly_23854,2996,23854,predicted_appearance_anomaly
anomaly_0044_evt_20260407_002145_13497_lane_violation_120264,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_13497_lane_violation_120264.jpg,Bus,bus,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_13497_lane_violation_120264,13497,120264,predicted_lane_violation
anomaly_0045_evt_20260416_023145_10037_appearance_anomaly_75625,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_10037_appearance_anomaly_75625.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_10037_appearance_anomaly_75625,10037,75625,predicted_appearance_anomaly
anomaly_0046_evt_20260416_023145_5924_appearance_anomaly_44527,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5924_appearance_anomaly_44527.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5924_appearance_anomaly_44527,5924,44527,predicted_appearance_anomaly
anomaly_0047_evt_20260416_023145_4131_lane_violation_31970,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4131_lane_violation_31970.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4131_lane_violation_31970,4131,31970,predicted_lane_violation
anomaly_0048_evt_20260407_002145_8312_lane_violation_70745,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_8312_lane_violation_70745.jpg,Bus,bus,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_8312_lane_violation_70745,8312,70745,predicted_lane_violation
anomaly_0049_evt_20260416_023145_8205_appearance_anomaly_60258,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8205_appearance_anomaly_60258.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8205_appearance_anomaly_60258,8205,60258,predicted_appearance_anomaly
anomaly_0050_evt_20260416_023145_16746_appearance_anomaly_133492,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_16746_appearance_anomaly_133492.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_16746_appearance_anomaly_133492,16746,133492,predicted_appearance_anomaly
anomaly_0051_evt_20260415_213755_297_lane_violation_3273,D:\school\uni\sem 6\cv\traffic\runs\20260415_213755\crops\evt_20260415_213755_297_lane_violation_3273.jpg,Bus,bus,appearance_anomaly,event_crop,20260415_213755,evt_20260415_213755_297_lane_violation_3273,297,3273,predicted_lane_violation
anomaly_0052_evt_20260406_233816_898_lane_violation_9823,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_898_lane_violation_9823.jpg,Truck,truck,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_898_lane_violation_9823,898,9823,predicted_lane_violation
